	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
cg14255089	0.09	0.09	0.08	0.07	0.09	0.07	0.06	0.09	0.07	0.06	0.08	0.06	0.05	0.08	0.06	0.08	0.07	0.08	0.08	0.07	0.08	0.08	0.07	0.07	0.07	0.08	0.09	0.08	0.08	0.05	0.08	0.06	0.07	0.07	0.07	0.06	0.08	0.07	0.08	0.07	0.07	0.06	0.07	0.07	0.08	0.07	0.08	0.06	0.08	0.07	0.07	0.07	0.09	0.07	0.08	0.09	0.09	0.05	0.07	0.08	0.07	0.06	0.07	0.09	0.09	0.07	0.08	0.06	0.08	0.08	0.08	0.08	0.09	0.08	0.07	0.07	0.08	0.08	0.07
cg05307923	0.06	0.1	0.05	0.07	0.05	0.43	0.06	0.05	0.04	0.07	0.06	0.09	0.04	0.13	0.05	0.05	0.05	0.07	0.05	0.2	0.1	0.35	0.05	0.05	0.24	0.06	0.05	0.07	0.07	0.04	0.06	0.05	0.05	0.26	0.05	0.04	0.04	0.05	0.06	0.45	0.07	0.21	0.06	0.05	0.04	0.36	0.05	0.07	0.08	0.06	0.07	0.06	0.04	0.06	0.04	0.06	0.45	0.25	0.06	0.06	0.08	0.08	0.09	0.08	0.05	0.07	0.09	0.05	0.05	0.06	0.55	0.05	0.06	0.41	0.06	0.07	0.06	0.42	0.05
cg14590817	0.03	0.05	0.03	0.04	0.05	0.13	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.05	0.04	0.07	0.03	0.04	0.08	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.06	0.03	0.03	0.05	0.05	0.04	0.05	0.04	0.04	0.05	0.04	0.03	0.1	0.04	0.04	0.04	0.03	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.22	0.03	0.04	0.03	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.03	0.04	0.12	0.04	0.05	0.18	0.03	0.03	0.04	0.06	0.04
cg08465862	0.23	0.05	0.04	0.06	0.08	0.36	0.08	0.17	0.07	0.04	0.07	0.05	0.39	0.33	0.07	0.05	0.06	0.06	0.04	0.07	0.08	0.05	0.12	0.04	0.06	0.06	0.07	0.52	0.05	0.41	0.05	0.08	0.04	0.55	0.12	0.04	0.08	0.06	0.06	0.06	0.04	0.04	0.05	0.05	0.07	0.09	0.09	0.06	0.06	0.04	0.05	0.04	0.05	0.04	0.04	0.06	0.07	0.11	0.06	0.06	0.04	0.04	0.12	0.07	0.05	0.05	0.12	0.05	0.05	0.04	0.05	0.06	0.08	0.06	0.06	0.05	0.08	0.05	0.06
cg10247268	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.02	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.11	0.03	0.03
cg21542094	0.08	0.07	0.09	0.09	0.1	0.09	0.11	0.11	0.28	0.09	0.34	0.1	0.06	0.11	0.71	0.09	0.19	0.09	0.09	0.45	0.1	0.07	0.08	0.06	0.09	0.09	0.08	0.29	0.08	0.59	0.08	0.88	0.08	0.1	0.68	0.06	0.06	0.1	0.12	0.17	0.09	0.07	0.09	0.06	0.08	0.08	0.09	0.13	0.11	0.09	0.13	0.1	0.12	0.07	0.1	0.09	0.15	0.08	0.11	0.09	0.1	0.1	0.08	0.14	0.07	0.08	0.1	0.44	0.11	0.31	0.1	0.09	0.19	0.11	0.16	0.08	0.13	0.09	0.33
cg11638200	0.05	0.04	0.04	0.04	0.03	0.04	0.3	0.04	0.04	0.04	0.05	0.05	0.03	0.03	0.03	0.04	0.04	0.18	0.04	0.03	0.05	0.05	0.05	0.04	0.03	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.25	0.04	0.04	0.04	0.04	0.61	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.05	0.03	0.03	0.04	0.03	0.04	0.05	0.04	0.03	0.03	0.04	0.04	0.04	0.11	0.04	0.04	0.03	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.09	0.12
cg12245996	0.09	0.07	0.07	0.14	0.33	0.04	0.1	0.06	0.34	0.06	0.12	0.1	0.06	0.06	0.22	0.06	0.04	0.05	0.08	0.34	0.08	0.06	0.08	0.05	0.05	0.08	0.06	0.07	0.05	0.06	0.06	0.11	0.05	0.05	0.06	0.05	0.05	0.1	0.48	0.2	0.1	0.44	0.07	0.06	0.07	0.08	0.36	0.07	0.06	0.07	0.08	0.07	0.05	0.07	0.06	0.3	0.08	0.18	0.09	0.06	0.06	0.05	0.04	0.06	0.08	0.05	0.15	0.07	0.06	0.04	0.07	0.07	0.16	0.05	0.05	0.06	0.1	0.05	0.05
cg13904771	0.06	0.08	0.05	0.07	0.06	0.09	0.08	0.07	0.1	0.07	0.06	0.05	0.07	0.09	0.06	0.07	0.06	0.07	0.06	0.08	0.06	0.07	0.07	0.06	0.09	0.08	0.05	0.06	0.08	0.06	0.05	0.05	0.06	0.06	0.07	0.05	0.06	0.08	0.06	0.07	0.08	0.08	0.04	0.07	0.05	0.06	0.06	0.07	0.09	0.07	0.05	0.07	0.06	0.06	0.06	0.06	0.56	0.06	0.05	0.08	0.06	0.16	0.07	0.09	0.06	0.06	0.06	0.07	0.07	0.08	0.08	0.05	0.06	0.07	0.06	0.06	0.07	0.08	0.06
cg03411288	0.18	0.13	0.1	0.08	0.09	0.38	0.12	0.65	0.13	0.09	0.23	0.11	0.1	0.09	0.15	0.12	0.11	0.08	0.09	0.1	0.1	0.08	0.11	0.11	0.08	0.08	0.13	0.07	0.34	0.11	0.07	0.27	0.08	0.45	0.08	0.08	0.11	0.11	0.55	0.1	0.49	0.11	0.17	0.1	0.11	0.57	0.09	0.11	0.08	0.09	0.08	0.09	0.11	0.1	0.1	0.08	0.54	0.54	0.11	0.1	0.08	0.15	0.13	0.13	0.09	0.09	0.31	0.08	0.09	0.08	0.08	0.54	0.24	0.08	0.07	0.1	0.08	0.36	0.07
cg02630694	0.05	0.04	0.15	0.11	0.1	0.06	0.12	0.17	0.14	0.08	0.16	0.11	0.12	0.15	0.22	0.13	0.25	0.14	0.07	0.08	0.13	0.04	0.19	0.06	0.22	0.05	0.13	0.07	0.09	0.47	0.07	0.08	0.05	0.05	0.11	0.08	0.06	0.41	0.22	0.08	0.1	0.1	0.07	0.3	0.26	0.05	0.5	0.09	0.09	0.16	0.12	0.08	0.04	0.06	0.12	0.47	0.04	0.16	0.26	0.04	0.08	0.34	0.4	0.07	0.09	0.3	0.41	0.07	0.05	0.13	0.4	0.16	0.52	0.2	0.11	0.42	0.1	0.8	0.09
cg09906488	0.05	0.04	0.05	0.04	0.03	0.74	0.03	0.71	0.07	0.04	0.51	0.03	0.34	0.04	0.68	0.21	0.05	0.05	0.04	0.06	0.04	0.04	0.05	0.04	0.04	0.03	0.02	0.03	0.03	0.06	0.04	0.72	0.04	0.55	0.15	0.03	0.33	0.22	0.06	0.08	0.03	0.04	0.07	0.04	0.04	0.79	0.19	0.04	0.04	0.04	0.03	0.04	0.05	0.05	0.03	0.31	0.04	0.71	0.05	0.05	0.04	0.03	0.5	0.07	0.06	0.03	0.73	0.03	0.04	0.05	0.1	0.07	0.24	0.04	0.05	0.09	0.04	0.59	0.12
cg24859228	0.07	0.09	0.05	0.06	0.1	0.08	0.06	0.07	0.06	0.07	0.06	0.05	0.05	0.08	0.06	0.06	0.08	0.08	0.06	0.07	0.09	0.1	0.06	0.06	0.05	0.08	0.07	0.08	0.07	0.06	0.08	0.08	0.06	0.08	0.07	0.05	0.07	0.07	0.07	0.05	0.08	0.06	0.06	0.06	0.08	0.07	0.08	0.07	0.08	0.07	0.06	0.08	0.08	0.07	0.06	0.08	0.05	0.05	0.07	0.08	0.06	0.08	0.06	0.09	0.07	0.07	0.07	0.06	0.07	0.08	0.06	0.08	0.08	0.07	0.07	0.07	0.09	0.07	0.07
cg20647888	0.05	0.08	0.06	0.04	0.07	0.45	0.06	0.1	0.07	0.04	0.08	0.05	0.13	0.04	0.08	0.1	0.09	0.06	0.06	0.09	0.1	0.06	0.08	0.08	0.2	0.06	0.07	0.06	0.05	0.31	0.07	0.07	0.05	0.52	0.08	0.06	0.07	0.06	0.05	0.04	0.05	0.07	0.06	0.05	0.07	0.41	0.07	0.06	0.06	0.06	0.06	0.42	0.04	0.06	0.06	0.04	0.1	0.56	0.1	0.07	0.06	0.05	0.09	0.41	0.07	0.04	0.05	0.11	0.07	0.33	0.05	0.04	0.11	0.18	0.06	0.04	0.05	0.44	0.1
cg01047414	0.06	0.07	0.05	0.06	0.07	0.07	0.04	0.06	0.05	0.06	0.06	0.05	0.04	0.06	0.04	0.06	0.05	0.07	0.05	0.06	0.08	0.06	0.05	0.06	0.05	0.05	0.06	0.06	0.06	0.04	0.07	0.06	0.05	0.06	0.06	0.05	0.06	0.07	0.06	0.05	0.06	0.04	0.05	0.06	0.06	0.05	0.07	0.07	0.08	0.04	0.05	0.06	0.07	0.06	0.06	0.07	0.05	0.05	0.07	0.05	0.05	0.07	0.04	0.06	0.06	0.05	0.07	0.06	0.05	0.06	0.05	0.07	0.07	0.06	0.06	0.04	0.06	0.06	0.06
cg18173454	0.08	0.1	0.11	0.1	0.12	0.2	0.13	0.1	0.35	0.08	0.12	0.09	0.09	0.07	0.08	0.15	0.14	0.11	0.12	0.1	0.07	0.1	0.17	0.15	0.09	0.1	0.1	0.1	0.1	0.11	0.1	0.12	0.12	0.1	0.16	0.14	0.09	0.16	0.1	0.08	0.15	0.15	0.09	0.13	0.1	0.09	0.21	0.1	0.12	0.1	0.11	0.11	0.13	0.12	0.09	0.12	0.14	0.1	0.12	0.11	0.12	0.11	0.11	0.08	0.14	0.11	0.25	0.12	0.12	0.14	0.11	0.09	0.17	0.1	0.13	0.11	0.09	0.59	0.59
cg04451988	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
cg17526300	0.1	0.05	0.05	0.04	0.05	0.04	0.05	0.05	0.07	0.04	0.06	0.05	0.05	0.04	0.05	0.05	0.07	0.05	0.05	0.46	0.05	0.85	0.06	0.05	0.04	0.05	0.05	0.05	0.04	0.08	0.05	0.05	0.04	0.7	0.05	0.06	0.33	0.06	0.04	0.13	0.04	0.06	0.05	0.05	0.06	0.2	0.05	0.05	0.04	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.06	0.86	0.1	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.07	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.06	0.05	0.05	0.04
cg07570421	0.52	0.06	0.11	0.08	0.08	0.32	0.2	0.06	0.1	0.11	0.08	0.1	0.09	0.1	0.13	0.09	0.09	0.09	0.11	0.66	0.09	0.72	0.08	0.09	0.1	0.11	0.09	0.08	0.08	0.16	0.09	0.43	0.12	0.74	0.1	0.09	0.44	0.12	0.07	0.88	0.08	0.08	0.12	0.06	0.06	0.14	0.11	0.09	0.08	0.1	0.1	0.2	0.27	0.11	0.1	0.11	0.15	0.8	0.1	0.09	0.07	0.1	0.1	0.1	0.09	0.07	0.26	0.06	0.12	0.26	0.11	0.08	0.05	0.1	0.09	0.82	0.1	0.45	0.07
cg12874092	0.02	0.01	0.01	0.01	0.01	0.06	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.9	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.42	0.01
cg08198102	0.04	0.04	0.04	0.03	0.05	0.04	0.55	0.04	0.06	0.04	0.06	0.03	0.04	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.06	0.03	0.03	0.05	0.06	0.04	0.04	0.04	0.05	0.03	0.05	0.03	0.05	0.03	0.04	0.03	0.03	0.03	0.02	0.04	0.04	0.03	0.04	0.02	0.04	0.03	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.05	0.05	0.04	0.05	0.03	0.03	0.03	0.05	0.04	0.03	0.03	0.03	0.05	0.05
cg23868119	0.06	0.08	0.06	0.06	0.09	0.13	0.09	0.08	0.07	0.08	0.09	0.07	0.05	0.08	0.07	0.08	0.09	0.08	0.07	0.07	0.06	0.07	0.07	0.06	0.05	0.07	0.06	0.08	0.07	0.04	0.06	0.06	0.07	0.07	0.08	0.05	0.07	0.08	0.07	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.06	0.07	0.07	0.08	0.07	0.07	0.06	0.06	0.07	0.08	0.06	0.08	0.07	0.08	0.09	0.07	0.07	0.05	0.06	0.07	0.07	0.08	0.11	0.06	0.07	0.08	0.07	0.06	0.09
cg11443787	0.05	0.04	0.08	0.03	0.04	0.03	0.24	0.25	0.05	0.04	0.05	0.04	0.05	0.03	0.82	0.04	0.05	0.04	0.04	0.05	0.05	0.03	0.04	0.04	0.05	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.02	0.05	0.03	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.06	0.03	0.03	0.03	0.05	0.04	0.06	0.03	0.03	0.06	0.05	0.03	0.05	0.05	0.05	0.04	0.05	0.04	0.03	0.3	0.04
cg17505428	0.06	0.05	0.06	0.05	0.07	0.04	0.07	0.05	0.05	0.05	0.06	0.05	0.06	0.05	0.07	0.06	0.07	0.08	0.05	0.07	0.07	0.06	0.06	0.06	0.07	0.05	0.07	0.06	0.05	0.07	0.06	0.06	0.07	0.06	0.05	0.08	0.08	0.05	0.05	0.06	0.06	0.07	0.08	0.07	0.05	0.05	0.05	0.06	0.06	0.05	0.07	0.06	0.06	0.07	0.04	0.05	0.07	0.05	0.09	0.05	0.06	0.06	0.08	0.07	0.05	0.06	0.05	0.06	0.05	0.05	0.06	0.06	0.06	0.06	0.06	0.06	0.05	0.06	0.09
cg09892390	0.02	0.02	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.03
cg24995798	0.07	0.08	0.06	0.07	0.08	0.07	0.06	0.06	0.06	0.08	0.06	0.06	0.06	0.08	0.06	0.07	0.06	0.08	0.07	0.06	0.07	0.07	0.07	0.07	0.07	0.06	0.06	0.07	0.07	0.06	0.08	0.08	0.06	0.07	0.06	0.07	0.06	0.08	0.06	0.06	0.06	0.08	0.07	0.07	0.07	0.05	0.07	0.07	0.06	0.06	0.07	0.07	0.09	0.08	0.06	0.08	0.08	0.06	0.07	0.06	0.07	0.09	0.07	0.07	0.06	0.07	0.07	0.07	0.06	0.07	0.07	0.07	0.06	0.07	0.07	0.08	0.06	0.06	0.06
cg08847038	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.05	0.03	0.04	0.03	0.05	0.02	0.04	0.03	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.03	0.05	0.03	0.04	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.02	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.05	0.03	0.04	0.02	0.03	0.03	0.04	0.03	0.03	0.05	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.03
cg23163471	0.05	0.1	0.1	0.08	0.08	0.25	0.06	0.09	0.1	0.08	0.08	0.1	0.07	0.08	0.1	0.06	0.07	0.05	0.11	0.09	0.11	0.12	0.08	0.11	0.1	0.08	0.08	0.06	0.07	0.15	0.07	0.13	0.09	0.05	0.11	0.12	0.08	0.06	0.11	0.63	0.06	0.11	0.12	0.12	0.09	0.23	0.05	0.09	0.12	0.08	0.09	0.09	0.06	0.08	0.08	0.05	0.06	0.06	0.11	0.11	0.09	0.09	0.08	0.06	0.08	0.09	0.07	0.08	0.1	0.08	0.06	0.08	0.09	0.11	0.11	0.09	0.09	0.09	0.05
cg03259469	0.07	0.06	0.05	0.05	0.05	0.22	0.06	0.05	0.05	0.07	0.06	0.06	0.05	0.05	0.05	0.06	0.05	0.05	0.04	0.05	0.06	0.05	0.06	0.06	0.05	0.05	0.06	0.05	0.05	0.37	0.06	0.53	0.05	0.05	0.07	0.05	0.06	0.05	0.05	0.09	0.04	0.05	0.04	0.05	0.05	0.05	0.06	0.05	0.06	0.05	0.05	0.05	0.06	0.06	0.05	0.04	0.06	0.05	0.09	0.05	0.05	0.05	0.05	0.05	0.06	0.04	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.06	0.08	0.06	0.06	0.04	0.04
cg09010998	0.05	0.07	0.04	0.06	0.06	0.05	0.06	0.06	0.06	0.04	0.06	0.04	0.06	0.05	0.06	0.05	0.08	0.05	0.05	0.05	0.05	0.07	0.06	0.07	0.05	0.06	0.05	0.05	0.05	0.08	0.05	0.05	0.05	0.05	0.06	0.07	0.06	0.04	0.05	0.05	0.05	0.06	0.06	0.05	0.09	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.04	0.06	0.04	0.04	0.06	0.04	0.06	0.05	0.05	0.04	0.05	0.05	0.06	0.05	0.04	0.08	0.04	0.06	0.05	0.05	0.05	0.06	0.06	0.05	0.06	0.04	0.05
cg23093462	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.06	0.05	0.12	0.05	0.04	0.05	0.06	0.07	0.04	0.05	0.04	0.04	0.06	0.06	0.06	0.05	0.03	0.05	0.05	0.07	0.04	0.08	0.05	0.63	0.04	0.05	0.07	0.05	0.04	0.05	0.04	0.05	0.05	0.04	0.06	0.03	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.05	0.06	0.04	0.05	0.05	0.05	0.05	0.05	0.57	0.04	0.04	0.06	0.05	0.07	0.09	0.05	0.05	0.05	0.05	0.04	0.82
cg06336792	0.1	0.11	0.1	0.09	0.1	0.1	0.17	0.11	0.09	0.1	0.11	0.07	0.08	0.09	0.1	0.09	0.1	0.1	0.06	0.09	0.11	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.11	0.07	0.11	0.09	0.09	0.09	0.09	0.09	0.08	0.11	0.09	0.1	0.09	0.09	0.08	0.09	0.1	0.1	0.1	0.09	0.1	0.09	0.08	0.1	0.1	0.09	0.1	0.11	0.08	0.09	0.09	0.11	0.08	0.1	0.08	0.1	0.09	0.09	0.11	0.07	0.09	0.1	0.1	0.1	0.1	0.1	0.1	0.09	0.1	0.1	0.09
cg13531842	0.05	0.05	0.04	0.07	0.05	0.05	0.04	0.04	0.31	0.04	0.04	0.06	0.04	0.04	0.09	0.04	0.08	0.06	0.04	0.04	0.05	0.03	0.04	0.06	0.14	0.05	0.09	0.06	0.05	0.04	0.04	0.07	0.04	0.04	0.06	0.03	0.04	0.04	0.04	0.04	0.09	0.06	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.07	0.1	0.04	0.06	0.05	0.06	0.04	0.05	0.06	0.06	0.04	0.21	0.04	0.05	0.07	0.04	0.1	0.04	0.05	0.07	0.04	0.04	0.04	0.08
cg25104030	0.22	0.07	0.07	0.08	0.1	0.76	0.13	0.77	0.08	0.07	0.51	0.07	0.05	0.1	0.76	0.18	0.19	0.08	0.07	0.07	0.08	0.07	0.07	0.08	0.08	0.1	0.09	0.1	0.07	0.12	0.06	0.16	0.08	0.21	0.06	0.07	0.08	0.07	0.07	0.46	0.08	0.07	0.33	0.12	0.05	0.06	0.1	0.09	0.09	0.06	0.08	0.12	0.1	0.07	0.08	0.77	0.07	0.11	0.07	0.07	0.07	0.07	0.07	0.07	0.1	0.07	0.65	0.08	0.09	0.5	0.08	0.15	0.23	0.09	0.08	0.06	0.07	0.13	0.1
cg26649005	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.04	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
cg14218343	0.08	0.07	0.04	0.12	0.05	0.22	0.07	0.09	0.34	0.07	0.05	0.15	0.06	0.06	0.07	0.05	0.09	0.08	0.08	0.11	0.05	0.06	0.17	0.05	0.23	0.04	0.06	0.06	0.05	0.4	0.04	0.26	0.04	0.05	0.04	0.04	0.04	0.24	0.37	0.08	0.13	0.38	0.05	0.19	0.04	0.05	0.1	0.08	0.07	0.05	0.07	0.05	0.05	0.05	0.06	0.08	0.22	0.13	0.05	0.06	0.08	0.05	0.12	0.13	0.04	0.05	0.19	0.06	0.07	0.06	0.3	0.06	0.04	0.08	0.08	0.04	0.06	0.06	0.05
cg22710329	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.07	0.03	0.11	0.05	0.04	0.23	0.06	0.11	0.05	0.04	0.05	0.04	0.05	0.05	0.05	0.03	0.04	0.05	0.05	0.08	0.06	0.05	0.05	0.04	0.04	0.04	0.07	0.04	0.04	0.08	0.06	0.05	0.09	0.04	0.05	0.04	0.04	0.06	0.1	0.05	0.04	0.04	0.04	0.05	0.06	0.05	0.03	0.04	0.05	0.03	0.33	0.06	0.05	0.04	0.04	0.04	0.05	0.06	0.08	0.08	0.03	0.04	0.06	0.09	0.05	0.06	0.44	0.06	0.04	0.06	0.13	0.06
cg20506783	0.09	0.09	0.09	0.08	0.09	0.08	0.12	0.21	0.29	0.1	0.11	0.11	0.08	0.08	0.07	0.11	0.09	0.12	0.08	0.08	0.11	0.11	0.13	0.1	0.08	0.08	0.13	0.12	0.09	0.09	0.1	0.08	0.07	0.09	0.07	0.1	0.09	0.1	0.06	0.06	0.07	0.42	0.1	0.09	0.52	0.06	0.1	0.08	0.1	0.07	0.11	0.11	0.08	0.1	0.12	0.42	0.08	0.78	0.09	0.07	0.12	0.14	0.11	0.09	0.1	0.09	0.1	0.1	0.11	0.08	0.39	0.25	0.08	0.22	0.14	0.11	0.12	0.62	0.08
cg14343062	0.03	0.03	0.03	0.09	0.03	0.18	0.36	0.11	0.06	0.04	0.08	0.07	0.07	0.02	0.05	0.08	0.11	0.03	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.07	0.02	0.09	0.04	0.06	0.04	0.14	0.07	0.03	0.03	0.03	0.06	0.06	0.09	0.03	0.04	0.14	0.04	0.03	0.25	0.04	0.03	0.03	0.04	0.1	0.05	0.05	0.05	0.07	0.05	0.04	0.04	0.03	0.04	0.05	0.09	0.07	0.13	0.03	0.6	0.04	0.04	0.05	0.03	0.06	0.05	0.04	0.04	0.04	0.03	0.32	0.47
